IDs	size (bp)	RNA-seq	Genome
PgCP_00071917	1514	1514	0
PgCP_00071932	1285	1285	0
PgCP_00071940	749	749	0
PgCP_00071919	2228	2228	0
PgCP_00071921	1177	1177	0
PgCP_00071923	1140	1140	0
PgCP_00071924	855	855	0
PgCP_00071947	577	577	0
PgCP_00071948	1131	1131	0
PgCP_00071949	663	663	0
PgCP_00071943	1691	1691	0
PgCP_00071944	1651	1651	0
PgCP_00071945	2462	2462	0
PgCP_00071950	1758	1758	0
PgCP_00071954	1308	1308	0
PgCP_00071951	2224	2224	0
PgCP_00071952	1199	1199	0
PgCP_00071953	1191	1191	0
PgCP_00071958	480	480	0
PgCP_00071959	1582	1582	0
PgCP_00071962	1603	1603	0
PgCP_00071963	1442	1442	0
PgCP_00071973	1094	1094	0
PgCP_00071964	1591	1591	0
PgCP_00072004	3491	3491	0
PgCP_00071974	2391	2391	0
PgCP_00071975	1784	1784	0
PgCP_00071976	1677	1677	0
PgCP_00071977	1695	1695	0
PgCP_00071978	1385	1385	0
PgCP_00071987	4023	4023	0
PgCP_00071988	4318	4318	0
PgCP_00072005	676	676	0
PgCP_00072006	1635	1635	0
PgCP_00071965	2673	2673	0
PgCP_00071989	3546	3546	0
PgCP_00071966	1707	1707	0
PgCP_00072007	738	738	0
PgCP_00071990	1908	1908	0
PgCP_00071991	2109	2109	0
PgCP_00071992	2034	2034	0
PgCP_00071993	484	484	0
PgCP_00072008	3271	3271	0
PgCP_00071994	807	807	0
PgCP_00071967	2874	2874	0
PgCP_00071968	2118	2118	0
PgCP_00071969	2114	2114	0
PgCP_00071970	2160	2160	0
PgCP_00071995	1370	1370	0
PgCP_00071996	1206	1206	0
PgCP_00071997	1154	1154	0
PgCP_00071998	1567	1567	0
PgCP_00071999	1556	1556	0
PgCP_00072000	2358	2358	0
PgCP_00071971	1078	1078	0
PgCP_00072010	1096	1096	0
PgCP_00072011	1907	1907	0
PgCP_00072001	1383	1383	0
PgCP_00072002	2336	2336	0
PgCP_00072015	847	847	0
PgCP_00072016	829	829	0
PgCP_00072017	1180	1180	0
PgCP_00072018	1735	1735	0
PgCP_00072020	809	809	0
PgCP_00072021	1114	1114	0
PgCP_00072022	3760	3760	0
PgCP_00072023	3832	3832	0
PgCP_00072024	2109	2109	0
PgCP_00072025	2118	2118	0
PgCP_00072038	1640	1640	0
PgCP_00072042	2330	2330	0
PgCP_00072043	2102	2102	0
PgCP_00072047	969	969	0
PgCP_00072048	856	856	0
PgCP_00072049	1845	1845	0
PgCP_00072050	3764	3764	0
PgCP_00072072	4262	4262	0
PgCP_00072073	4541	4541	0
PgCP_00072051	4158	4158	0
PgCP_00072052	3974	3974	0
PgCP_00072053	5884	5884	0
PgCP_00072054	6178	6178	0
PgCP_00072055	5814	5814	0
PgCP_00072056	3462	3462	0
PgCP_00072057	3202	3202	0
PgCP_00072058	3865	3865	0
PgCP_00072077	694	694	0
PgCP_00072059	1047	1047	0
PgCP_00072074	1071	1071	0
PgCP_00072060	3482	3481	0
PgCP_00072061	773	773	0
PgCP_00072075	1479	1479	0
PgCP_00072076	1091	1091	0
PgCP_00072078	1246	1246	0
PgCP_00072063	1924	1924	0
PgCP_00072064	3188	3188	0
PgCP_00072065	2059	2059	0
PgCP_00072066	1875	1875	0
PgCP_00072067	3604	3604	0
PgCP_00072068	1765	1765	0
PgCP_00072069	722	722	0
PgCP_00072070	722	722	0
PgCP_00072079	1304	1304	0
PgCP_00072080	2866	2866	0
PgCP_00072081	1546	1546	0
PgCP_00072082	4147	4147	0
PgCP_00072083	1458	1458	0
PgCP_00072084	2172	2172	0
PgCP_00072085	1506	1506	0
PgCP_00072086	4107	4107	0
PgCP_00072087	2561	2561	0
PgCP_00072088	1088	1088	0
PgCP_00072089	3068	3068	0
PgCP_00072090	2088	2088	0
PgCP_00072091	3052	3052	0
PgCP_00072092	2808	2808	0
PgCP_00072093	2577	2577	0
PgCP_00072094	3371	3371	0
PgCP_00072095	1278	1278	0
PgCP_00072125	1315	1315	0
PgCP_00072126	1069	1069	0
PgCP_00072127	3060	3060	0
PgCP_00072128	2473	2473	0
PgCP_00072129	1979	1979	0
PgCP_00072162	2107	2107	0
PgCP_00072163	903	903	0
PgCP_00072164	2536	2536	0
PgCP_00072133	1765	1765	0
PgCP_00072134	717	717	0
PgCP_00072135	793	793	0
PgCP_00072136	1142	1142	0
PgCP_00072137	1827	1827	0
PgCP_00072138	1135	1135	0
PgCP_00072130	2870	2870	0
PgCP_00072131	3133	3133	0
PgCP_00072167	976	976	0
PgCP_00072139	2354	2354	0
PgCP_00072140	2213	2213	0
PgCP_00072141	1968	1968	0
PgCP_00072142	4275	4274	0
PgCP_00072132	1383	1383	0
PgCP_00072144	1405	1405	0
PgCP_00072169	2504	2504	0
PgCP_00072146	1321	1321	0
PgCP_00072147	2391	2391	0
PgCP_00072148	1429	1429	0
PgCP_00072149	2437	2437	0
PgCP_00072150	3394	3394	0
PgCP_00072151	3436	3436	0
PgCP_00072152	2675	2675	0
PgCP_00072153	2642	2642	0
PgCP_00072154	2637	2637	0
PgCP_00072155	2602	2602	0
PgCP_00072156	2612	2612	0
PgCP_00072157	2617	2617	0
PgCP_00072158	1142	1142	0
PgCP_00072159	1146	1146	0
PgCP_00072171	1065	1065	0
PgCP_00072172	1163	1163	0
PgCP_00072173	908	908	0
PgCP_00072182	1853	1853	0
PgCP_00072174	5304	5304	0
PgCP_00072178	5364	5364	0
PgCP_00072179	5374	5374	0
PgCP_00072184	5979	5979	0
PgCP_00072181	1424	1424	0
PgCP_00072185	1909	1909	0
PgCP_00072186	4041	4041	0
PgCP_00072187	1919	1919	0
PgCP_00072188	1653	1653	0
PgCP_00072189	3681	3680	0
PgCP_00072190	1466	1466	0
PgCP_00072222	1191	1191	0
PgCP_00072241	480	480	0
PgCP_00072223	1440	1440	0
PgCP_00072242	860	860	0
PgCP_00072191	1799	1799	0
PgCP_00072192	2320	2320	0
PgCP_00072193	2058	2058	0
PgCP_00072194	2216	2216	0
PgCP_00072195	1964	1964	0
PgCP_00072224	1340	1340	0
PgCP_00072225	1325	1325	0
PgCP_00072226	1829	1829	0
PgCP_00072244	577	577	0
PgCP_00072227	601	601	0
PgCP_00072228	822	822	0
PgCP_00072196	535	535	0
PgCP_00072197	2524	2524	0
PgCP_00072229	1425	1425	0
PgCP_00072230	1516	1516	0
PgCP_00072231	1131	1131	0
PgCP_00072232	1216	1216	0
PgCP_00072233	1334	1334	0
PgCP_00072234	1630	1630	0
PgCP_00072235	1558	1558	0
PgCP_00072236	1263	1263	0
PgCP_00072198	8145	8144	0
PgCP_00072199	6685	6684	0
PgCP_00072200	7401	7400	0
PgCP_00072201	7400	7399	0
PgCP_00072202	7476	7475	0
PgCP_00072203	761	761	0
PgCP_00072204	978	978	0
PgCP_00072245	784	784	0
PgCP_00072237	1066	1066	0
PgCP_00072238	1052	1052	0
PgCP_00072205	1158	1158	0
PgCP_00072206	1158	1158	0
PgCP_00072207	2494	2494	0
PgCP_00072208	1180	1180	0
PgCP_00072209	1139	1139	0
PgCP_00072210	1913	1913	0
PgCP_00072211	1921	1921	0
PgCP_00072212	1955	1955	0
PgCP_00072213	2567	2567	0
PgCP_00072214	1959	1959	0
PgCP_00072246	935	935	0
PgCP_00072247	1022	1022	0
PgCP_00072248	1003	1003	0
PgCP_00072215	1344	1344	0
PgCP_00072216	2997	2997	0
PgCP_00072217	3000	3000	0
PgCP_00072218	1129	1129	0
PgCP_00072219	2330	2330	0
PgCP_00072239	1366	1366	0
PgCP_00072240	1369	1369	0
PgCP_00072220	649	649	0
PgCP_00072221	507	507	0
PgCP_00072259	1723	1723	0
PgCP_00072260	531	531	0
PgCP_00072262	1411	1411	0
PgCP_00072265	181	181	0
PgCP_00072266	1154	1154	0
PgCP_00072283	1300	1300	0
PgCP_00072285	1646	1646	0
PgCP_00072267	2964	2964	0
PgCP_00072268	3623	3623	0
PgCP_00072269	3545	3545	0
PgCP_00072270	3554	3554	0
PgCP_00072271	4650	4650	0
PgCP_00072272	4767	4767	0
PgCP_00072273	4020	4020	0
PgCP_00072274	4137	4137	0
PgCP_00072275	3769	3769	0
PgCP_00072276	4162	4162	0
PgCP_00072277	4486	4486	0
PgCP_00072278	4136	4136	0
PgCP_00072279	3994	3994	0
PgCP_00072280	4031	4031	0
PgCP_00072281	4194	4194	0
PgCP_00072282	4173	4173	0
PgCP_00072287	3625	3625	0
PgCP_00072288	3572	3572	0
PgCP_00072289	3707	3707	0
PgCP_00072290	3546	3546	0
PgCP_00072291	3595	3595	0
PgCP_00072292	3575	3575	0
PgCP_00072293	1199	1199	0
PgCP_00072294	959	959	0
PgCP_00072356	2180	2180	0
PgCP_00072357	943	943	0
PgCP_00072358	1216	1216	0
PgCP_00072298	1568	1568	0
PgCP_00072299	1804	1804	0
PgCP_00072300	1377	1377	0
PgCP_00072301	1431	1431	0
PgCP_00072360	1668	1668	0
PgCP_00072302	3019	3018	0
PgCP_00072303	2632	2631	0
PgCP_00072304	3030	3029	0
PgCP_00072305	3045	3044	0
PgCP_00072306	3049	3048	0
PgCP_00072307	3703	3702	0
PgCP_00072308	3023	3022	0
PgCP_00072309	2628	2627	0
PgCP_00072310	980	980	0
PgCP_00072311	2984	2984	0
PgCP_00072312	3788	3788	0
PgCP_00072313	1373	1373	0
PgCP_00072314	994	994	0
PgCP_00072315	1530	1530	0
PgCP_00072316	2380	2380	0
PgCP_00072328	1830	1830	0
PgCP_00072329	2041	2041	0
PgCP_00072317	2491	2491	0
PgCP_00072330	4670	4670	0
PgCP_00072331	4672	4672	0
PgCP_00072332	4888	4888	0
PgCP_00072333	4930	4930	0
PgCP_00072334	4951	4951	0
PgCP_00072335	4735	4735	0
PgCP_00072336	4416	4416	0
PgCP_00072337	4534	4534	0
PgCP_00072338	4373	4373	0
PgCP_00072339	4444	4444	0
PgCP_00072340	4381	4381	0
PgCP_00072341	4378	4378	0
PgCP_00072342	4433	4433	0
PgCP_00072343	4486	4486	0
PgCP_00072318	1259	1259	0
PgCP_00072319	1214	1214	0
PgCP_00072344	5255	5255	0
PgCP_00072345	4943	4943	0
PgCP_00072320	2718	2718	0
PgCP_00072321	2743	2743	0
PgCP_00072346	1269	1269	0
PgCP_00072361	4567	4567	0
PgCP_00072347	1624	1624	0
PgCP_00072348	1782	1782	0
PgCP_00072349	1707	1707	0
PgCP_00072350	1730	1730	0
PgCP_00072351	1944	1944	0
PgCP_00072354	1385	1385	0
PgCP_00072355	1347	1347	0
PgCP_00072322	2334	2334	0
PgCP_00072362	1363	1363	0
PgCP_00072363	1092	1092	0
PgCP_00072364	1109	1109	0
PgCP_00072365	1714	1714	0
PgCP_00072366	2308	2308	0
PgCP_00072367	1380	1380	0
PgCP_00072368	1362	1362	0
PgCP_00072369	1074	1074	0
PgCP_00072370	1345	1345	0
PgCP_00072371	1091	1091	0
PgCP_00072372	1364	1364	0
PgCP_00072373	1715	1715	0
PgCP_00072374	2113	2113	0
PgCP_00072375	2623	2623	0
PgCP_00072376	937	937	0
PgCP_00072377	920	920	0
PgCP_00072393	533	532	0
PgCP_00072394	723	723	0
PgCP_00072378	2547	2547	0
PgCP_00072379	2447	2447	0
PgCP_00072380	1798	1798	0
PgCP_00072383	723	723	0
PgCP_00072397	1148	1148	0
PgCP_00072384	5159	5159	0
PgCP_00072385	809	809	0
PgCP_00072386	958	958	0
PgCP_00072387	2966	2966	0
PgCP_00072388	3004	3004	0
PgCP_00072389	2640	2640	0
PgCP_00072390	3009	3009	0
PgCP_00072391	3112	3112	0
PgCP_00072392	3112	3112	0
PgCP_00072399	211	211	0
PgCP_00072400	6280	6280	0
PgCP_00072401	4530	4530	0
PgCP_00072402	3521	3521	0
PgCP_00072403	3641	3641	0
PgCP_00072404	3710	3710	0
PgCP_00072407	3330	3330	0
PgCP_00072406	872	871	0
PgCP_00072420	3982	3982	0
PgCP_00072421	2504	2504	0
PgCP_00072410	1871	1871	0
PgCP_00072426	886	886	0
PgCP_00072411	1449	1449	0
PgCP_00072412	2017	2017	0
PgCP_00072413	1082	1082	0
PgCP_00072414	1935	1935	0
PgCP_00072415	1114	1114	0
PgCP_00072416	1925	1925	0
PgCP_00072417	1926	1926	0
PgCP_00072418	1932	1932	0
PgCP_00072427	2772	2772	0
PgCP_00072428	3672	3672	0
PgCP_00072429	2603	2603	0
PgCP_00072430	4313	4313	0
PgCP_00072435	4670	4670	0
PgCP_00072431	2872	2872	0
PgCP_00072432	2975	2975	0
PgCP_00072433	2984	2984	0
PgCP_00072434	1896	1896	0
PgCP_00072436	3779	3779	0
PgCP_00072437	2212	2212	0
PgCP_00072438	1897	1897	0
PgCP_00072439	3415	3415	0
PgCP_00072445	1427	1427	0
PgCP_00072441	11292	11292	0
PgCP_00072442	10968	10968	0
PgCP_00072443	10997	10997	0
PgCP_00072444	11011	11011	0
PgCP_00072440	1182	1182	0
PgCP_00072502	1015	1015	0
PgCP_00072467	1194	1194	0
PgCP_00072468	1346	1346	0
PgCP_00072469	2752	2752	0
PgCP_00072470	2754	2754	0
PgCP_00072471	2839	2839	0
PgCP_00072472	2645	2645	0
PgCP_00072473	2732	2732	0
PgCP_00072474	2732	2732	0
PgCP_00072475	2645	2645	0
PgCP_00072476	2761	2761	0
PgCP_00072477	2092	2092	0
PgCP_00072479	2101	2101	0
PgCP_00072481	2157	2157	0
PgCP_00072482	1246	1246	0
PgCP_00072498	4291	4291	0
PgCP_00072446	2114	2114	0
PgCP_00072447	1988	1988	0
PgCP_00072448	1588	1588	0
PgCP_00072449	2179	2179	0
PgCP_00072450	1752	1752	0
PgCP_00072451	1898	1898	0
PgCP_00072452	1547	1547	0
PgCP_00072453	2217	2217	0
PgCP_00072454	1500	1500	0
PgCP_00072455	2417	2417	0
PgCP_00072456	2179	2179	0
PgCP_00072457	1951	1951	0
PgCP_00072458	2438	2438	0
PgCP_00072459	2277	2277	0
PgCP_00072460	2243	2243	0
PgCP_00072461	2248	2248	0
PgCP_00072462	1477	1477	0
PgCP_00072463	2068	2068	0
PgCP_00072464	1639	1639	0
PgCP_00072465	1785	1785	0
PgCP_00072499	889	889	0
PgCP_00072500	767	767	0
PgCP_00072503	1812	1812	0
PgCP_00072504	1791	1791	0
PgCP_00072505	936	936	0
PgCP_00072506	1443	1443	0
PgCP_00072507	1662	1662	0
PgCP_00072508	1822	1822	0
PgCP_00072511	2107	2107	0
PgCP_00072512	2706	2706	0
PgCP_00072513	7479	7479	0
PgCP_00072514	5515	5515	0
PgCP_00072515	7689	7689	0
PgCP_00072516	6086	6086	0
PgCP_00072517	5508	5508	0
PgCP_00072518	2958	2958	0
PgCP_00072519	1106	1106	0
PgCP_00072520	1684	1684	0
PgCP_00072521	1553	1553	0
PgCP_00072522	2756	2756	0
PgCP_00072563	917	917	0
PgCP_00072565	1330	1330	0
PgCP_00072523	570	570	0
PgCP_00072524	1732	1732	0
PgCP_00072525	1629	1629	0
PgCP_00072526	1749	1749	0
PgCP_00072527	405	405	0
PgCP_00072528	5915	5915	0
PgCP_00072529	6425	6425	0
PgCP_00072530	7546	7546	0
PgCP_00072531	7541	7541	0
PgCP_00072532	7550	7550	0
PgCP_00072533	7298	7298	0
PgCP_00072534	6172	6172	0
PgCP_00072535	8154	8154	0
PgCP_00072536	7788	7788	0
PgCP_00072537	7968	7968	0
PgCP_00072538	7859	7859	0
PgCP_00072539	1773	1773	0
PgCP_00072540	1478	1478	0
PgCP_00072541	1695	1695	0
PgCP_00072542	1484	1484	0
PgCP_00072543	442	442	0
PgCP_00072556	3321	3321	0
PgCP_00072557	3693	3693	0
PgCP_00072544	4846	4846	0
PgCP_00072545	4419	4419	0
PgCP_00072546	4395	4395	0
PgCP_00072547	4440	4440	0
PgCP_00072558	2703	2703	0
PgCP_00072571	460	460	0
PgCP_00072568	2781	2781	0
PgCP_00072569	2784	2784	0
PgCP_00072570	863	863	0
PgCP_00072603	1763	1763	0
PgCP_00072604	1615	1615	0
PgCP_00072572	1580	1580	0
PgCP_00072607	1040	1040	0
PgCP_00072573	2041	2041	0
PgCP_00072574	1785	1785	0
PgCP_00072575	3660	3660	0
PgCP_00072576	3301	3301	0
PgCP_00072577	3078	3078	0
PgCP_00072578	3179	3179	0
PgCP_00072608	1414	1414	0
PgCP_00072609	1132	1132	0
PgCP_00072610	1033	1033	0
PgCP_00072611	1675	1675	0
PgCP_00072612	1675	1675	0
PgCP_00072613	1691	1691	0
PgCP_00072614	3642	3642	0
PgCP_00072615	2938	2938	0
PgCP_00072579	656	656	0
PgCP_00072580	1249	1249	0
PgCP_00072581	1091	1091	0
PgCP_00072584	1080	1080	0
PgCP_00072585	1402	1402	0
PgCP_00072586	1709	1709	0
PgCP_00072587	2769	2769	0
PgCP_00072588	2560	2560	0
PgCP_00072589	3271	3271	0
PgCP_00072590	2803	2803	0
PgCP_00072591	3329	3329	0
PgCP_00072618	887	887	0
PgCP_00072619	2074	2074	0
PgCP_00072620	1930	1930	0
PgCP_00072621	2157	2157	0
PgCP_00072622	2387	2387	0
PgCP_00072623	2382	2382	0
PgCP_00072624	3436	3436	0
PgCP_00072625	3511	3511	0
PgCP_00072626	2286	2286	0
PgCP_00072627	2016	2016	0
PgCP_00072592	1776	1776	0
PgCP_00072593	1673	1673	0
PgCP_00072594	1313	1313	0
PgCP_00072595	3347	3347	0
PgCP_00072596	3173	3173	0
PgCP_00072597	1359	1359	0
PgCP_00072598	2569	2569	0
PgCP_00072599	2662	2662	0
PgCP_00072600	2656	2656	0
PgCP_00072601	2639	2639	0
PgCP_00072602	2633	2633	0
PgCP_00072628	1652	1652	0
PgCP_00072630	1062	1062	0
PgCP_00072633	1471	1471	0
PgCP_00072634	1912	1912	0
PgCP_00072635	1927	1927	0
PgCP_00072636	2600	2600	0
PgCP_00072637	2329	2329	0
PgCP_00072640	2207	2207	0
PgCP_00072641	720	720	0
PgCP_00072648	1846	1846	0
PgCP_00072642	1140	1140	0
PgCP_00072644	736	736	0
PgCP_00072651	1684	1684	0
PgCP_00072645	2855	2855	0
PgCP_00072646	2704	2704	0
PgCP_00072652	956	956	0
PgCP_00072653	629	629	0
PgCP_00072654	1394	1394	0
PgCP_00072655	2538	2538	0
PgCP_00072656	2542	2542	0
PgCP_00072657	3365	3365	0
PgCP_00072668	1797	1797	0
PgCP_00072683	3418	3418	0
PgCP_00072684	2315	2315	0
PgCP_00072685	1409	1409	0
PgCP_00072686	1117	1117	0
PgCP_00072687	1871	1871	0
PgCP_00072689	1880	1880	0
PgCP_00072658	2406	2406	0
PgCP_00072659	2175	2175	0
PgCP_00072663	2108	2108	0
PgCP_00072690	1209	1209	0
PgCP_00072672	2836	2836	0
PgCP_00072673	2050	2050	0
PgCP_00072674	3760	3760	0
PgCP_00072675	2131	2131	0
PgCP_00072676	2870	2870	0
PgCP_00072677	2075	2075	0
PgCP_00072692	984	984	0
PgCP_00072693	3949	3949	0
PgCP_00072694	8810	8810	0
PgCP_00072678	825	825	0
PgCP_00072679	852	852	0
PgCP_00072696	586	586	0
PgCP_00072680	2751	2751	0
PgCP_00072681	8200	8200	0
PgCP_00072667	14409	14409	0
PgCP_00072700	974	974	0
PgCP_00072701	1170	1170	0
PgCP_00072702	1897	1897	0
PgCP_00072703	1906	1906	0
PgCP_00072704	2408	2408	0
PgCP_00072705	1908	1908	0
PgCP_00072706	3269	3269	0
PgCP_00072707	3688	3688	0
PgCP_00072733	2758	2758	0
PgCP_00072734	1834	1834	0
PgCP_00072761	825	825	0
PgCP_00072709	2689	2689	0
PgCP_00072735	536	536	0
PgCP_00072736	2267	2267	0
PgCP_00072737	2059	2059	0
PgCP_00072710	1020	1019	0
PgCP_00072711	635	635	0
PgCP_00072712	1115	1115	0
PgCP_00072713	1486	1486	0
PgCP_00072714	758	758	0
PgCP_00072715	2164	2164	0
PgCP_00072738	2175	2175	0
PgCP_00072739	2133	2133	0
PgCP_00072740	2624	2624	0
PgCP_00072741	2124	2124	0
PgCP_00072716	2368	2368	0
PgCP_00072742	1311	1311	0
PgCP_00072717	733	733	0
PgCP_00072718	6649	6649	0
PgCP_00072719	551	551	0
PgCP_00072763	2439	2439	0
PgCP_00072743	3141	3141	0
PgCP_00072744	4330	4330	0
PgCP_00072745	2957	2957	0
PgCP_00072746	4356	4356	0
PgCP_00072747	3216	3216	0
PgCP_00072748	6401	6401	0
PgCP_00072749	4019	4019	0
PgCP_00072750	6020	6020	0
PgCP_00072751	3960	3960	0
PgCP_00072752	3964	3964	0
PgCP_00072753	3951	3951	0
PgCP_00072754	2411	2411	0
PgCP_00072755	2978	2978	0
PgCP_00072756	1694	1694	0
PgCP_00072764	896	896	0
PgCP_00072721	1792	1792	0
PgCP_00072757	1751	1751	0
PgCP_00072758	1564	1564	0
PgCP_00072765	944	944	0
PgCP_00072759	1686	1686	0
PgCP_00072722	1418	1418	0
PgCP_00072723	1591	1591	0
PgCP_00072724	1244	1244	0
PgCP_00072725	1395	1395	0
PgCP_00072726	1572	1572	0
PgCP_00072760	2399	2399	0
PgCP_00072727	1487	1487	0
PgCP_00072728	3775	3775	0
PgCP_00072729	3718	3718	0
PgCP_00072730	3601	3601	0
PgCP_00072731	3512	3512	0
PgCP_00072732	3843	3843	0
PgCP_00072767	1273	1273	0
PgCP_00072768	3325	3325	0
PgCP_00072769	3200	3200	0
PgCP_00072770	2812	2812	0
PgCP_00072771	2820	2820	0
PgCP_00072772	2725	2725	0
PgCP_00072773	3011	3011	0
PgCP_00072774	3819	3819	0
PgCP_00072775	4461	4461	0
PgCP_00072776	3793	3793	0
PgCP_00072777	2494	2494	0
PgCP_00072778	3432	3432	0
PgCP_00072779	3389	3389	0
PgCP_00072780	3350	3350	0
PgCP_00072781	3338	3338	0
PgCP_00072782	3364	3364	0
PgCP_00072783	2582	2582	0
PgCP_00072784	2959	2959	0
PgCP_00072785	3666	3666	0
PgCP_00072786	3330	3330	0
PgCP_00072787	2753	2753	0
PgCP_00072788	3070	3070	0
PgCP_00072789	3843	3843	0
PgCP_00072790	3539	3539	0
PgCP_00072791	3436	3436	0
PgCP_00072792	2412	2412	0
PgCP_00072796	1071	1071	0
PgCP_00072795	1393	1393	0
PgCP_00072797	3667	3667	0
PgCP_00072798	3373	3373	0
PgCP_00072799	3445	3445	0
PgCP_00072817	1482	1482	0
PgCP_00072818	1278	1278	0
PgCP_00072800	3306	3306	0
PgCP_00072801	1848	1848	0
PgCP_00072802	1935	1935	0
PgCP_00072803	1189	1189	0
PgCP_00072804	2258	2258	0
PgCP_00072819	684	684	0
PgCP_00072805	2543	2543	0
PgCP_00072806	2296	2296	0
PgCP_00072807	2344	2344	0
PgCP_00072821	832	832	0
PgCP_00072809	2288	2288	0
PgCP_00072810	519	519	0
PgCP_00072822	1518	1518	0
PgCP_00072823	1553	1553	0
PgCP_00072838	1309	1309	0
PgCP_00072824	3431	3431	0
PgCP_00072825	6817	6817	0
PgCP_00072826	6823	6823	0
PgCP_00072827	6835	6835	0
PgCP_00072828	565	565	0
PgCP_00072829	673	673	0
PgCP_00072830	1024	1024	0
PgCP_00072839	1984	1984	0
PgCP_00072831	1093	1093	0
PgCP_00072812	1385	1385	0
PgCP_00072832	2348	2348	0
PgCP_00072833	2364	2364	0
PgCP_00072834	2384	2384	0
PgCP_00072835	1765	1765	0
PgCP_00072813	1958	1958	0
PgCP_00072814	1690	1690	0
PgCP_00072815	1380	1380	0
PgCP_00072816	1339	1339	0
PgCP_00072836	511	511	0
PgCP_00072837	2182	2182	0
PgCP_00072840	1979	1979	0
PgCP_00072841	1547	1547	0
PgCP_00072845	2324	2324	0
PgCP_00072869	991	991	0
PgCP_00072870	8927	8927	0
PgCP_00072873	9439	9439	0
PgCP_00072874	665	665	0
PgCP_00072848	24151	24151	0
PgCP_00072849	24189	24189	0
PgCP_00072850	24852	24852	0
PgCP_00072851	3256	3256	0
PgCP_00072852	3306	3306	0
PgCP_00072853	3311	3311	0
PgCP_00072854	2056	2056	0
PgCP_00072855	2687	2687	0
PgCP_00072856	2123	2123	0
PgCP_00072857	2725	2725	0
PgCP_00072858	2161	2161	0
PgCP_00072859	2479	2479	0
PgCP_00072860	2616	2616	0
PgCP_00072861	1638	1638	0
PgCP_00072862	1754	1754	0
PgCP_00072863	2052	2052	0
PgCP_00072864	1718	1718	0
PgCP_00072865	1647	1647	0
PgCP_00072866	1172	1172	0
PgCP_00072867	2356	2356	0
PgCP_00072892	2498	2498	0
PgCP_00072883	801	801	0
PgCP_00072884	804	804	0
PgCP_00072885	939	939	0
PgCP_00072886	942	942	0
PgCP_00072875	1014	1014	0
PgCP_00072876	1041	1041	0
PgCP_00072877	935	935	0
PgCP_00072878	1025	1025	0
PgCP_00072879	982	982	0
PgCP_00072880	1072	1072	0
PgCP_00072881	964	964	0
PgCP_00072888	3702	3702	0
PgCP_00072889	3718	3718	0
PgCP_00072890	3727	3727	0
PgCP_00072896	1136	1136	0
PgCP_00072897	3057	3057	0
PgCP_00072915	1908	1908	0
PgCP_00072898	2111	2111	0
PgCP_00072921	3404	3404	0
PgCP_00072922	3422	3422	0
PgCP_00072899	2464	2464	0
PgCP_00072900	2492	2492	0
PgCP_00072901	3700	3700	0
PgCP_00072902	3668	3668	0
PgCP_00072903	3618	3618	0
PgCP_00072904	2574	2574	0
PgCP_00072905	3625	3625	0
PgCP_00072906	3610	3610	0
PgCP_00072907	3767	3767	0
PgCP_00072908	3675	3675	0
PgCP_00072909	1988	1988	0
PgCP_00072923	1184	1184	0
PgCP_00072924	2353	2353	0
PgCP_00072925	2153	2153	0
PgCP_00072926	2195	2195	0
PgCP_00072927	2416	2416	0
PgCP_00072928	2465	2465	0
PgCP_00072929	2428	2428	0
PgCP_00072911	1432	1432	0
PgCP_00072930	672	672	0
PgCP_00072931	3359	3359	0
PgCP_00072932	3344	3344	0
PgCP_00072933	3362	3362	0
PgCP_00072934	3347	3347	0
PgCP_00072912	1600	1600	0
PgCP_00072913	2042	2042	0
PgCP_00072914	1428	1428	0
PgCP_00072938	1601	1601	0
PgCP_00072944	1598	1598	0
PgCP_00072951	781	781	0
PgCP_00072952	2317	2317	0
PgCP_00072945	3564	3564	0
PgCP_00072946	4619	4619	0
PgCP_00072957	686	685	0
PgCP_00072953	1633	1633	0
PgCP_00072947	1020	1020	0
PgCP_00072948	1020	1020	0
PgCP_00072950	2040	2040	0
PgCP_00072958	1561	1561	0
PgCP_00072954	966	966	0
PgCP_00072955	3086	3086	0
PgCP_00072956	3135	3135	0
PgCP_00072959	2737	2737	0
PgCP_00072998	1576	1576	0
PgCP_00072999	1583	1583	0
PgCP_00073000	1583	1583	0
PgCP_00073001	1676	1676	0
PgCP_00073002	1692	1692	0
PgCP_00073003	1692	1692	0
PgCP_00073004	2570	2570	0
PgCP_00073005	1736	1736	0
PgCP_00072960	1529	1529	0
PgCP_00072961	1492	1492	0
PgCP_00073043	3979	3979	0
PgCP_00073006	1341	1341	0
PgCP_00073007	3312	3312	0
PgCP_00073008	3312	3312	0
PgCP_00073044	3279	3279	0
PgCP_00073009	2754	2754	0
PgCP_00072963	1245	1245	0
PgCP_00072964	3745	3745	0
PgCP_00072965	1215	1215	0
PgCP_00072966	2627	2627	0
PgCP_00072967	778	778	0
PgCP_00072968	3244	3244	0
PgCP_00073010	1606	1606	0
PgCP_00073011	2281	2281	0
PgCP_00073012	673	673	0
PgCP_00073013	2312	2312	0
PgCP_00073016	2328	2328	0
PgCP_00073046	2022	2022	0
PgCP_00072969	1886	1886	0
PgCP_00073021	762	762	0
PgCP_00073022	3998	3998	0
PgCP_00073023	3993	3993	0
PgCP_00073024	3183	3183	0
PgCP_00073025	2994	2994	0
PgCP_00073048	640	640	0
PgCP_00073029	3894	3894	0
PgCP_00073030	3584	3584	0
PgCP_00073031	3324	3324	0
